d3mIndex,month_id,country_id,country_name,year,month,acled_count_pr,ged_best_ns,ged_best_sb,ln_ged_best_sb,icgcw_deteriorated,icgcw_improved,vdem_e_v2x_polyarchy_5c,vdem_e_wb_pop,vdem_e_wbgi_pve,vdem_e_total_resources_income_pc,time_since_ged_dummy_sb,reign_anticipation,reign_elected,reign_precip,reign_prev_conflict,reign_tenure_months,fvp_prop_excluded,fvp_lnpop200,fvp_lngdp200,fvp_lngdppercapita200,in_africa,yearmonth
115,236,67,Algeria,1999,8,0.0,2.0,74.0,4.31748811353631,1.0,0.0,0.25,30623406.0,-1.6540000000000001,474.53,0,0.0,1.0,-0.11586395815051499,1.0,5.0,0.28,10.33418,12.63363,9.207232000000001,1,1999-8
116,237,67,Algeria,1999,9,0.0,0.0,63.0,4.15888308335967,1.0,0.0,0.25,30623406.0,-1.6540000000000001,474.53,0,0.0,1.0,-0.149223086365489,1.0,6.0,0.28,10.33418,12.63363,9.207232000000001,1,1999-9
117,238,67,Algeria,1999,10,0.0,0.0,54.0,4.00733318523247,1.0,0.0,0.25,30623406.0,-1.6540000000000001,474.53,0,0.0,1.0,-0.146089277988134,1.0,7.0,0.28,10.33418,12.63363,9.207232000000001,1,1999-10
118,239,67,Algeria,1999,11,0.0,1.0,18.0,2.94443897916644,1.0,0.0,0.25,30623406.0,-1.6540000000000001,474.53,0,0.0,1.0,0.131391645740572,1.0,8.0,0.28,10.33418,12.63363,9.207232000000001,1,1999-11
119,240,67,Algeria,1999,12,0.0,0.0,65.0,4.1896547420264305,1.0,0.0,0.25,30623406.0,-1.6540000000000001,474.53,0,0.0,1.0,0.271627921624404,1.0,9.0,0.28,10.33418,12.63363,9.207232000000001,1,1999-12
120,241,67,Algeria,2000,1,1.0,0.0,112.0,4.72738781871234,1.0,0.0,0.25,31042235.0,-1.432,774.1,0,0.0,1.0,-0.396074191545682,1.0,10.0,0.28,10.34765,12.67111,9.231221000000001,1,2000-1
121,242,67,Algeria,2000,2,1.0,0.0,68.0,4.23410650459726,1.0,0.0,0.25,31042235.0,-1.432,774.1,0,0.0,1.0,-0.621631925388451,1.0,11.0,0.28,10.34765,12.67111,9.231221000000001,1,2000-2
122,243,67,Algeria,2000,3,0.0,0.0,84.0,4.44265125649032,1.0,0.0,0.25,31042235.0,-1.432,774.1,0,0.0,1.0,-0.9110022479318729,1.0,12.0,0.28,10.34765,12.67111,9.231221000000001,1,2000-3
123,244,67,Algeria,2000,4,1.0,0.0,26.0,3.29583686600433,1.0,0.0,0.25,31042235.0,-1.432,774.1,0,0.0,1.0,-0.9020580513548109,1.0,13.0,0.28,10.34765,12.67111,9.231221000000001,1,2000-4
124,245,67,Algeria,2000,5,0.0,0.0,112.0,4.72738781871234,1.0,0.0,0.25,31042235.0,-1.432,774.1,0,0.0,1.0,-0.7251497618060521,1.0,14.0,0.28,10.34765,12.67111,9.231221000000001,1,2000-5
125,246,67,Algeria,2000,6,0.0,0.0,94.0,4.55387689160054,1.0,0.0,0.25,31042235.0,-1.432,774.1,0,0.0,1.0,-0.620534436413103,1.0,15.0,0.28,10.34765,12.67111,9.231221000000001,1,2000-6
126,247,67,Algeria,2000,7,0.0,0.0,111.0,4.71849887129509,1.0,0.0,0.25,31042235.0,-1.432,774.1,0,0.0,1.0,-0.616407583235931,1.0,16.0,0.28,10.34765,12.67111,9.231221000000001,1,2000-7
127,248,67,Algeria,2000,8,0.0,0.0,59.0,4.0943445622220995,1.0,0.0,0.25,31042235.0,-1.432,774.1,0,0.0,1.0,-0.8319800755125458,1.0,17.0,0.28,10.34765,12.67111,9.231221000000001,1,2000-8
128,249,67,Algeria,2000,9,0.0,0.0,40.0,3.71357206670431,1.0,0.0,0.25,31042235.0,-1.432,774.1,0,0.0,1.0,-0.8127307006860429,1.0,18.0,0.28,10.34765,12.67111,9.231221000000001,1,2000-9
129,250,67,Algeria,2000,10,0.0,0.0,46.0,3.85014760171006,1.0,0.0,0.25,31042235.0,-1.432,774.1,0,0.0,1.0,-0.535903960970044,1.0,19.0,0.28,10.34765,12.67111,9.231221000000001,1,2000-10
130,251,67,Algeria,2000,11,0.0,0.0,52.0,3.97029191355212,1.0,0.0,0.25,31042235.0,-1.432,774.1,0,0.0,1.0,-0.9076900266054191,1.0,20.0,0.28,10.34765,12.67111,9.231221000000001,1,2000-11
131,252,67,Algeria,2000,12,0.0,0.0,128.0,4.85981240436167,1.0,0.0,0.25,31042235.0,-1.432,774.1,0,0.0,1.0,-1.08281426165918,1.0,21.0,0.28,10.34765,12.67111,9.231221000000001,1,2000-12
132,253,67,Algeria,2001,1,0.0,0.0,57.0,4.06044301054642,1.0,0.0,0.25,31451514.0,-1.5325,715.05,0,0.0,1.0,-0.959906036693438,1.0,22.0,0.28,10.360610000000001,12.70076,9.247847,1,2001-1
133,254,67,Algeria,2001,2,0.0,0.0,114.0,4.74493212836325,1.0,0.0,0.25,31451514.0,-1.5325,715.05,0,0.0,1.0,-0.91509490250136,1.0,23.0,0.28,10.360610000000001,12.70076,9.247847,1,2001-2
134,255,67,Algeria,2001,3,0.0,0.0,161.0,5.08759633523238,1.0,0.0,0.25,31451514.0,-1.5325,715.05,0,0.0,1.0,-0.9376886786131841,1.0,24.0,0.28,10.360610000000001,12.70076,9.247847,1,2001-3
135,256,67,Algeria,2001,4,24.0,0.0,88.0,4.48863636973214,1.0,0.0,0.25,31451514.0,-1.5325,715.05,0,0.0,1.0,-0.7903430125827521,1.0,25.0,0.28,10.360610000000001,12.70076,9.247847,1,2001-4
136,257,67,Algeria,2001,5,41.0,0.0,80.0,4.39444915467244,1.0,0.0,0.25,31451514.0,-1.5325,715.05,0,0.0,1.0,-1.1761070696355,1.0,26.0,0.28,10.360610000000001,12.70076,9.247847,1,2001-5
137,258,67,Algeria,2001,6,28.0,0.0,47.0,3.8712010109078903,1.0,0.0,0.25,31451514.0,-1.5325,715.05,0,0.0,1.0,-1.26530155405021,1.0,27.0,0.28,10.360610000000001,12.70076,9.247847,1,2001-6
138,259,67,Algeria,2001,7,4.0,0.0,0.0,0.0,1.0,0.0,0.25,31451514.0,-1.5325,715.05,0,0.0,1.0,-1.31508500947918,1.0,28.0,0.28,10.360610000000001,12.70076,9.247847,1,2001-7
139,260,67,Algeria,2001,8,4.0,0.0,8.0,2.19722457733622,1.0,0.0,0.25,31451514.0,-1.5325,715.05,1,0.0,1.0,-1.2662739789208999,1.0,29.0,0.28,10.360610000000001,12.70076,9.247847,1,2001-8
140,261,67,Algeria,2001,9,0.0,0.0,7.0,2.07944154167984,1.0,0.0,0.25,31451514.0,-1.5325,715.05,0,0.0,1.0,-1.2816210037036002,1.0,30.0,0.28,10.360610000000001,12.70076,9.247847,1,2001-9
141,262,67,Algeria,2001,10,4.0,0.0,53.0,3.98898404656427,1.0,0.0,0.25,31451514.0,-1.5325,715.05,0,0.0,1.0,-1.73339711218108,1.0,31.0,0.28,10.360610000000001,12.70076,9.247847,1,2001-10
142,263,67,Algeria,2001,11,0.0,0.0,11.0,2.484906649788,1.0,0.0,0.25,31451514.0,-1.5325,715.05,0,0.0,1.0,-1.63325086596476,1.0,32.0,0.28,10.360610000000001,12.70076,9.247847,1,2001-11
143,264,67,Algeria,2001,12,7.0,0.0,16.0,2.83321334405622,1.0,0.0,0.25,31451514.0,-1.5325,715.05,0,0.0,1.0,-1.44167294369148,1.0,33.0,0.28,10.360610000000001,12.70076,9.247847,1,2001-12
144,265,67,Algeria,2002,1,2.0,0.0,37.0,3.63758615972639,1.0,0.0,0.25,31855109.0,-1.633,594.71,0,0.0,1.0,-1.66683270620721,1.0,34.0,0.28,10.37319,12.75533,9.289750999999999,1,2002-1
145,266,67,Algeria,2002,2,7.0,0.0,13.0,2.6390573296152597,1.0,0.0,0.25,31855109.0,-1.633,594.71,0,0.0,1.0,-1.71020270786509,1.0,35.0,0.28,10.37319,12.75533,9.289750999999999,1,2002-2
146,267,67,Algeria,2002,3,9.0,0.0,38.0,3.66356164612965,1.0,0.0,0.25,31855109.0,-1.633,594.71,0,0.0,1.0,-1.53754943308483,1.0,36.0,0.28,10.37319,12.75533,9.289750999999999,1,2002-3
147,268,67,Algeria,2002,4,5.0,0.0,50.0,3.9318256327243297,1.0,0.0,0.25,31855109.0,-1.633,594.71,0,0.0,1.0,-1.4563476492547602,1.0,37.0,0.28,10.37319,12.75533,9.289750999999999,1,2002-4
148,269,67,Algeria,2002,5,6.0,0.0,77.0,4.35670882668959,1.0,0.0,0.25,31855109.0,-1.633,594.71,0,0.0,1.0,-1.3469485654995599,1.0,38.0,0.28,10.37319,12.75533,9.289750999999999,1,2002-5
149,270,67,Algeria,2002,6,4.0,0.0,32.0,3.49650756146648,1.0,0.0,0.25,31855109.0,-1.633,594.71,0,0.0,1.0,-1.3404905469889,1.0,39.0,0.28,10.37319,12.75533,9.289750999999999,1,2002-6
150,271,67,Algeria,2002,7,9.0,0.0,34.0,3.5553480614894104,1.0,0.0,0.25,31855109.0,-1.633,594.71,0,0.0,1.0,-1.2739912635197,1.0,40.0,0.28,10.37319,12.75533,9.289750999999999,1,2002-7
151,272,67,Algeria,2002,8,0.0,0.0,87.0,4.47733681447821,1.0,0.0,0.25,31855109.0,-1.633,594.71,0,0.0,1.0,-1.0261925000524201,1.0,41.0,0.28,10.37319,12.75533,9.289750999999999,1,2002-8
152,273,67,Algeria,2002,9,2.0,0.0,55.0,4.02535169073515,1.0,0.0,0.25,31855109.0,-1.633,594.71,0,0.0,1.0,-1.0885461001862,1.0,42.0,0.28,10.37319,12.75533,9.289750999999999,1,2002-9
153,274,67,Algeria,2002,10,5.0,0.0,29.0,3.4011973816621603,1.0,0.0,0.25,31855109.0,-1.633,594.71,0,0.0,1.0,-0.443890665446503,1.0,43.0,0.28,10.37319,12.75533,9.289750999999999,1,2002-10
154,275,67,Algeria,2002,11,1.0,0.0,33.0,3.5263605246161602,1.0,0.0,0.25,31855109.0,-1.633,594.71,0,0.0,1.0,-0.209095812370402,1.0,44.0,0.28,10.37319,12.75533,9.289750999999999,1,2002-11
155,276,67,Algeria,2002,12,5.0,0.0,54.0,4.00733318523247,1.0,0.0,0.25,31855109.0,-1.633,594.71,0,0.0,1.0,-0.231270406128245,1.0,45.0,0.28,10.37319,12.75533,9.289750999999999,1,2002-12
156,277,67,Algeria,2003,1,9.0,0.0,144.0,4.976733742420571,1.0,0.0,0.25,32264157.0,-1.754,906.32,0,0.0,1.0,0.29108287145314804,1.0,46.0,0.28,10.385760000000001,12.82488,9.346608999999999,1,2003-1
157,278,67,Algeria,2003,2,16.0,0.0,21.0,3.09104245335832,1.0,0.0,0.25,32264157.0,-1.754,906.32,0,0.0,1.0,0.5246397500602,1.0,47.0,0.28,10.385760000000001,12.82488,9.346608999999999,1,2003-2
158,279,67,Algeria,2003,3,15.0,0.0,41.0,3.73766961828337,1.0,0.0,0.25,32264157.0,-1.754,906.32,0,0.0,1.0,0.544948684643349,1.0,48.0,0.28,10.385760000000001,12.82488,9.346608999999999,1,2003-3
159,280,67,Algeria,2003,4,3.0,0.0,43.0,3.7841896339182597,1.0,0.0,0.25,32264157.0,-1.754,906.32,0,0.0,1.0,0.54326802402885,1.0,49.0,0.28,10.385760000000001,12.82488,9.346608999999999,1,2003-4
160,281,67,Algeria,2003,5,6.0,0.0,78.0,4.36944785246702,1.0,0.0,0.25,32264157.0,-1.754,906.32,0,0.0,1.0,0.494905765021642,1.0,50.0,0.28,10.385760000000001,12.82488,9.346608999999999,1,2003-5
161,282,67,Algeria,2003,6,0.0,0.0,97.0,4.5849674786705705,1.0,0.0,0.25,32264157.0,-1.754,906.32,0,0.0,1.0,0.5537916034106011,1.0,51.0,0.28,10.385760000000001,12.82488,9.346608999999999,1,2003-6
162,283,67,Algeria,2003,7,3.0,0.0,21.0,3.09104245335832,1.0,0.0,0.25,32264157.0,-1.754,906.32,0,0.0,1.0,0.5170169712253561,1.0,52.0,0.28,10.385760000000001,12.82488,9.346608999999999,1,2003-7
163,284,67,Algeria,2003,8,0.0,0.0,15.0,2.77258872223978,1.0,0.0,0.25,32264157.0,-1.754,906.32,0,0.0,1.0,0.45957124793532106,1.0,53.0,0.28,10.385760000000001,12.82488,9.346608999999999,1,2003-8
164,285,67,Algeria,2003,9,5.0,0.0,63.0,4.15888308335967,1.0,0.0,0.25,32264157.0,-1.754,906.32,0,0.0,1.0,0.517359434796291,1.0,54.0,0.28,10.385760000000001,12.82488,9.346608999999999,1,2003-9
165,286,67,Algeria,2003,10,0.0,0.0,72.0,4.29045944114839,1.0,0.0,0.25,32264157.0,-1.754,906.32,0,1.0,1.0,0.30897551601128104,1.0,55.0,0.28,10.385760000000001,12.82488,9.346608999999999,1,2003-10
166,287,67,Algeria,2003,11,0.0,0.0,55.0,4.02535169073515,1.0,0.0,0.25,32264157.0,-1.754,906.32,0,1.0,1.0,0.17160391821794801,1.0,56.0,0.28,10.385760000000001,12.82488,9.346608999999999,1,2003-11
167,288,67,Algeria,2003,12,0.0,0.0,20.0,3.0445224377234195,1.0,0.0,0.25,32264157.0,-1.754,906.32,0,1.0,1.0,0.357466079975331,1.0,57.0,0.28,10.385760000000001,12.82488,9.346608999999999,1,2003-12
168,289,67,Algeria,2004,1,5.0,0.0,22.0,3.13549421592915,1.0,0.0,0.25,32692163.0,-1.36,1097.46,0,1.0,1.0,0.32639425313009496,1.0,58.0,0.28,10.398710000000001,12.86699,9.375616,1,2004-1
169,290,67,Algeria,2004,2,3.0,0.0,48.0,3.89182029811063,0.0,0.0,0.25,32692163.0,-1.36,1097.46,0,1.0,1.0,0.16620978863293398,1.0,59.0,0.28,10.398710000000001,12.86699,9.375616,1,2004-2
170,291,67,Algeria,2004,3,18.0,0.0,58.0,4.07753744390572,0.0,0.0,0.25,32692163.0,-1.36,1097.46,0,1.0,1.0,0.481694794678974,1.0,60.0,0.28,10.398710000000001,12.86699,9.375616,1,2004-3
171,292,67,Algeria,2004,4,26.0,0.0,16.0,2.83321334405622,0.0,1.0,0.25,32692163.0,-1.36,1097.46,0,1.0,1.0,0.639372420219062,1.0,61.0,0.28,10.398710000000001,12.86699,9.375616,1,2004-4
172,293,67,Algeria,2004,5,6.0,0.0,25.0,3.25809653802148,0.0,0.0,0.25,32692163.0,-1.36,1097.46,0,0.0,1.0,0.740390234198571,1.0,62.0,0.28,10.398710000000001,12.86699,9.375616,1,2004-5
173,294,67,Algeria,2004,6,1.0,0.0,65.0,4.1896547420264305,0.0,0.0,0.25,32692163.0,-1.36,1097.46,0,0.0,1.0,0.7254125103007841,1.0,63.0,0.28,10.398710000000001,12.86699,9.375616,1,2004-6
174,295,67,Algeria,2004,7,1.0,0.0,25.0,3.25809653802148,0.0,1.0,0.25,32692163.0,-1.36,1097.46,0,0.0,1.0,0.7941383550302828,1.0,64.0,0.28,10.398710000000001,12.86699,9.375616,1,2004-7
175,296,67,Algeria,2004,8,1.0,0.0,34.0,3.5553480614894104,0.0,0.0,0.25,32692163.0,-1.36,1097.46,0,0.0,1.0,0.736709042914634,1.0,65.0,0.28,10.398710000000001,12.86699,9.375616,1,2004-8
176,297,67,Algeria,2004,9,0.0,0.0,43.0,3.7841896339182597,0.0,0.0,0.25,32692163.0,-1.36,1097.46,0,0.0,1.0,0.6759218652831639,1.0,66.0,0.28,10.398710000000001,12.86699,9.375616,1,2004-9
177,298,67,Algeria,2004,10,0.0,0.0,36.0,3.61091791264422,0.0,0.0,0.25,32692163.0,-1.36,1097.46,0,0.0,1.0,0.47558303432493204,1.0,67.0,0.28,10.398710000000001,12.86699,9.375616,1,2004-10
178,299,67,Algeria,2004,11,0.0,0.0,17.0,2.89037175789616,0.0,0.0,0.25,32692163.0,-1.36,1097.46,0,0.0,1.0,0.6314773067174579,1.0,68.0,0.28,10.398710000000001,12.86699,9.375616,1,2004-11
179,300,67,Algeria,2004,12,1.0,0.0,21.0,3.09104245335832,0.0,0.0,0.25,32692163.0,-1.36,1097.46,0,0.0,1.0,0.838446169412308,1.0,69.0,0.28,10.398710000000001,12.86699,9.375616,1,2004-12
180,301,67,Algeria,2005,1,11.0,0.0,29.0,3.4011973816621603,0.0,0.0,0.25,33149724.0,-0.915,1292.02,0,0.0,1.0,0.586260965906331,1.0,70.0,0.28,10.41235,12.924389999999999,9.419181,1,2005-1
181,302,67,Algeria,2005,2,2.0,0.0,11.0,2.484906649788,0.0,0.0,0.25,33149724.0,-0.915,1292.02,0,0.0,1.0,0.750868783697288,1.0,71.0,0.28,10.41235,12.924389999999999,9.419181,1,2005-2
182,303,67,Algeria,2005,3,0.0,0.0,13.0,2.6390573296152597,0.0,0.0,0.25,33149724.0,-0.915,1292.02,0,0.0,1.0,0.5985555896617081,1.0,72.0,0.28,10.41235,12.924389999999999,9.419181,1,2005-3
183,304,67,Algeria,2005,4,0.0,0.0,21.0,3.09104245335832,0.0,0.0,0.25,33149724.0,-0.915,1292.02,0,0.0,1.0,0.292808155650095,1.0,73.0,0.28,10.41235,12.924389999999999,9.419181,1,2005-4
184,305,67,Algeria,2005,5,1.0,0.0,18.0,2.94443897916644,0.0,0.0,0.25,33149724.0,-0.915,1292.02,0,0.0,1.0,0.154705261183654,1.0,74.0,0.28,10.41235,12.924389999999999,9.419181,1,2005-5
185,306,67,Algeria,2005,6,2.0,0.0,18.0,2.94443897916644,0.0,0.0,0.25,33149724.0,-0.915,1292.02,0,0.0,1.0,0.516654464789177,1.0,75.0,0.28,10.41235,12.924389999999999,9.419181,1,2005-6
186,307,67,Algeria,2005,7,6.0,0.0,14.0,2.7080502011022096,0.0,0.0,0.25,33149724.0,-0.915,1292.02,0,0.0,1.0,0.514470704298571,1.0,76.0,0.28,10.41235,12.924389999999999,9.419181,1,2005-7
187,308,67,Algeria,2005,8,0.0,0.0,20.0,3.0445224377234195,0.0,0.0,0.25,33149724.0,-0.915,1292.02,0,0.0,1.0,0.45619629021428204,1.0,77.0,0.28,10.41235,12.924389999999999,9.419181,1,2005-8
188,309,67,Algeria,2005,9,0.0,0.0,23.0,3.1780538303479506,0.0,0.0,0.25,33149724.0,-0.915,1292.02,0,0.0,1.0,0.7528874330111691,1.0,78.0,0.28,10.41235,12.924389999999999,9.419181,1,2005-9
189,310,67,Algeria,2005,10,0.0,0.0,33.0,3.5263605246161602,0.0,0.0,0.25,33149724.0,-0.915,1292.02,0,0.0,1.0,0.8351045720930139,1.0,79.0,0.28,10.41235,12.924389999999999,9.419181,1,2005-10
190,311,67,Algeria,2005,11,4.0,0.0,1.0,0.693147180559945,0.0,0.0,0.25,33149724.0,-0.915,1292.02,0,0.0,1.0,0.7205918638144749,1.0,80.0,0.28,10.41235,12.924389999999999,9.419181,1,2005-11
191,312,67,Algeria,2005,12,0.0,0.0,16.0,2.83321334405622,0.0,0.0,0.25,33149724.0,-0.915,1292.02,0,0.0,1.0,0.454586190201698,1.0,81.0,0.28,10.41235,12.924389999999999,9.419181,1,2005-12
192,313,67,Algeria,2006,1,2.0,0.0,6.0,1.9459101490553101,0.0,0.0,0.25,33641002.0,-1.126,641.12,0,0.0,1.0,0.8469918299009059,1.0,82.0,0.28,10.42672,12.9411,9.421288,1,2006-1
193,314,67,Algeria,2006,2,3.0,0.0,2.0,1.09861228866811,0.0,0.0,0.25,33641002.0,-1.126,641.12,0,0.0,1.0,0.8313254111018671,1.0,83.0,0.28,10.42672,12.9411,9.421288,1,2006-2
194,315,67,Algeria,2006,3,4.0,0.0,9.0,2.30258509299405,0.0,0.0,0.25,33641002.0,-1.126,641.12,0,0.0,1.0,0.633994516992826,1.0,84.0,0.28,10.42672,12.9411,9.421288,1,2006-3
195,316,67,Algeria,2006,4,6.0,0.0,51.0,3.95124371858143,0.0,0.0,0.25,33641002.0,-1.126,641.12,0,0.0,1.0,0.6153564680470601,1.0,85.0,0.28,10.42672,12.9411,9.421288,1,2006-4
196,317,67,Algeria,2006,5,0.0,0.0,21.0,3.09104245335832,0.0,0.0,0.25,33641002.0,-1.126,641.12,0,0.0,1.0,0.7736674444142979,1.0,86.0,0.28,10.42672,12.9411,9.421288,1,2006-5
197,318,67,Algeria,2006,6,2.0,0.0,43.0,3.7841896339182597,0.0,0.0,0.25,33641002.0,-1.126,641.12,0,0.0,1.0,0.40328894434569,1.0,87.0,0.28,10.42672,12.9411,9.421288,1,2006-6
198,319,67,Algeria,2006,7,1.0,0.0,12.0,2.5649493574615403,0.0,0.0,0.25,33641002.0,-1.126,641.12,0,0.0,1.0,0.417351521279908,1.0,88.0,0.28,10.42672,12.9411,9.421288,1,2006-7
199,320,67,Algeria,2006,8,1.0,0.0,5.0,1.79175946922805,0.0,0.0,0.25,33641002.0,-1.126,641.12,0,0.0,1.0,0.39732658423780204,1.0,89.0,0.28,10.42672,12.9411,9.421288,1,2006-8
200,321,67,Algeria,2006,9,0.0,0.0,15.0,2.77258872223978,0.0,0.0,0.25,33641002.0,-1.126,641.12,0,0.0,1.0,0.26590022190114604,1.0,90.0,0.28,10.42672,12.9411,9.421288,1,2006-9
201,322,67,Algeria,2006,10,0.0,0.0,25.0,3.25809653802148,0.0,0.0,0.25,33641002.0,-1.126,641.12,0,0.0,1.0,0.187566455726645,1.0,91.0,0.28,10.42672,12.9411,9.421288,1,2006-10
202,323,67,Algeria,2006,11,0.0,0.0,58.0,4.07753744390572,0.0,0.0,0.25,33641002.0,-1.126,641.12,0,0.0,1.0,0.0284960092243341,1.0,92.0,0.28,10.42672,12.9411,9.421288,1,2006-11
203,324,67,Algeria,2006,12,0.0,0.0,8.0,2.19722457733622,0.0,0.0,0.25,33641002.0,-1.126,641.12,0,0.0,1.0,0.0450093028834455,1.0,93.0,0.28,10.42672,12.9411,9.421288,1,2006-12
204,325,67,Algeria,2007,1,0.0,0.0,28.0,3.36729582998647,0.0,0.0,0.25,34166972.0,-1.148,641.12,0,0.0,1.0,-0.535596268443636,1.0,94.0,0.28,10.44073,12.974269999999999,9.439119999999999,1,2007-1
205,326,67,Algeria,2007,2,0.0,0.0,15.0,2.77258872223978,0.0,0.0,0.25,34166972.0,-1.148,641.12,0,0.0,1.0,-0.6796128773399,1.0,95.0,0.28,10.44073,12.974269999999999,9.439119999999999,1,2007-2
206,327,67,Algeria,2007,3,1.0,0.0,48.0,3.89182029811063,0.0,0.0,0.25,34166972.0,-1.148,641.12,0,0.0,1.0,-0.462748543579893,1.0,96.0,0.28,10.44073,12.974269999999999,9.439119999999999,1,2007-3
207,328,67,Algeria,2007,4,1.0,0.0,59.0,4.0943445622220995,0.0,0.0,0.25,34166972.0,-1.148,641.12,0,0.0,1.0,-0.0897813010917111,1.0,97.0,0.28,10.44073,12.974269999999999,9.439119999999999,1,2007-4
208,329,67,Algeria,2007,5,0.0,0.0,38.0,3.66356164612965,0.0,0.0,0.25,34166972.0,-1.148,641.12,0,0.0,1.0,-0.288909295565943,1.0,98.0,0.28,10.44073,12.974269999999999,9.439119999999999,1,2007-5
209,330,67,Algeria,2007,6,0.0,0.0,27.0,3.3322045101752003,0.0,0.0,0.25,34166972.0,-1.148,641.12,0,0.0,1.0,-0.28920882451933505,1.0,99.0,0.28,10.44073,12.974269999999999,9.439119999999999,1,2007-6
210,331,67,Algeria,2007,7,0.0,0.0,44.0,3.80666248977032,0.0,0.0,0.25,34166972.0,-1.148,641.12,0,0.0,1.0,-0.35418883769098,1.0,100.0,0.28,10.44073,12.974269999999999,9.439119999999999,1,2007-7
211,332,67,Algeria,2007,8,0.0,0.0,30.0,3.43398720448515,0.0,0.0,0.25,34166972.0,-1.148,641.12,0,0.0,1.0,0.0121633127035334,1.0,101.0,0.28,10.44073,12.974269999999999,9.439119999999999,1,2007-8
212,333,67,Algeria,2007,9,1.0,0.0,91.0,4.5217885770490405,1.0,0.0,0.25,34166972.0,-1.148,641.12,0,0.0,1.0,-0.113509946124702,1.0,102.0,0.28,10.44073,12.974269999999999,9.439119999999999,1,2007-9
213,334,67,Algeria,2007,10,0.0,0.0,57.0,4.06044301054642,0.0,0.0,0.25,34166972.0,-1.148,641.12,0,0.0,1.0,0.0059658314167338605,1.0,103.0,0.28,10.44073,12.974269999999999,9.439119999999999,1,2007-10
214,335,67,Algeria,2007,11,1.0,0.0,2.0,1.09861228866811,0.0,0.0,0.25,34166972.0,-1.148,641.12,0,0.0,1.0,0.0144202234324487,1.0,104.0,0.28,10.44073,12.974269999999999,9.439119999999999,1,2007-11
215,336,67,Algeria,2007,12,1.0,0.0,33.0,3.5263605246161602,1.0,0.0,0.25,34166972.0,-1.148,641.12,0,0.0,1.0,0.00802949586093383,1.0,105.0,0.28,10.44073,12.974269999999999,9.439119999999999,1,2007-12
216,337,67,Algeria,2008,1,4.0,0.0,22.0,3.13549421592915,0.0,0.0,0.25,34730608.0,-1.094,641.12,0,0.0,1.0,0.0952767658486119,1.0,106.0,0.28,10.4554,12.997589999999999,9.446235,1,2008-1
217,338,67,Algeria,2008,2,0.0,0.0,50.0,3.9318256327243297,0.0,0.0,0.25,34730608.0,-1.094,641.12,0,0.0,1.0,0.101655998576413,1.0,107.0,0.28,10.4554,12.997589999999999,9.446235,1,2008-2
218,339,67,Algeria,2008,3,0.0,0.0,18.0,2.94443897916644,0.0,0.0,0.25,34730608.0,-1.094,641.12,0,0.0,1.0,-0.035464069488427,1.0,108.0,0.28,10.4554,12.997589999999999,9.446235,1,2008-3
219,340,67,Algeria,2008,4,6.0,0.0,29.0,3.4011973816621603,0.0,0.0,0.25,34730608.0,-1.094,641.12,0,0.0,1.0,-0.47288365513264097,1.0,109.0,0.28,10.4554,12.997589999999999,9.446235,1,2008-4
220,341,67,Algeria,2008,5,7.0,0.0,21.0,3.09104245335832,0.0,0.0,0.25,34730608.0,-1.094,641.12,0,0.0,1.0,-0.380483612679618,1.0,110.0,0.28,10.4554,12.997589999999999,9.446235,1,2008-5
221,342,67,Algeria,2008,6,1.0,0.0,27.0,3.3322045101752003,0.0,0.0,0.25,34730608.0,-1.094,641.12,0,0.0,1.0,-0.33983740198184303,1.0,111.0,0.28,10.4554,12.997589999999999,9.446235,1,2008-6
222,343,67,Algeria,2008,7,1.0,0.0,8.0,2.19722457733622,0.0,0.0,0.25,34730608.0,-1.094,641.12,0,0.0,1.0,-0.31833294300097903,1.0,112.0,0.28,10.4554,12.997589999999999,9.446235,1,2008-7
223,344,67,Algeria,2008,8,0.0,0.0,125.0,4.836281906951481,1.0,0.0,0.25,34730608.0,-1.094,641.12,0,0.0,1.0,-0.708217183580347,1.0,113.0,0.28,10.4554,12.997589999999999,9.446235,1,2008-8
224,345,67,Algeria,2008,9,0.0,0.0,17.0,2.89037175789616,0.0,0.0,0.25,34730608.0,-1.094,641.12,0,0.0,1.0,-0.4364516836473,1.0,114.0,0.28,10.4554,12.997589999999999,9.446235,1,2008-9
225,346,67,Algeria,2008,10,2.0,0.0,2.0,1.09861228866811,0.0,0.0,0.25,34730608.0,-1.094,641.12,0,1.0,1.0,0.0192859403000336,1.0,115.0,0.28,10.4554,12.997589999999999,9.446235,1,2008-10
226,347,67,Algeria,2008,11,0.0,0.0,1.0,0.693147180559945,0.0,0.0,0.25,34730608.0,-1.094,641.12,0,1.0,1.0,0.0726018213353373,1.0,116.0,0.28,10.4554,12.997589999999999,9.446235,1,2008-11
227,348,67,Algeria,2008,12,2.0,0.0,19.0,2.99573227355399,0.0,0.0,0.25,34730608.0,-1.094,641.12,0,1.0,1.0,0.0705061722141233,1.0,117.0,0.28,10.4554,12.997589999999999,9.446235,1,2008-12
228,349,67,Algeria,2009,1,2.0,0.0,27.0,3.3322045101752003,0.0,0.0,0.25,35333881.0,-1.197,641.12,0,1.0,1.0,0.6059555852816589,1.0,118.0,0.28,10.47056,13.01379,9.445217999999999,1,2009-1
