"d3mIndex","Region","Zone","Year","Date","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","population","population_density","MaizeRetailPrice_li","WheatRetailPrice_li","MaizeProductionQuintal","WheatProductionQuintal","MaizeYieldQtHa","WheatYieldQtHa","Month"
154,"Afar","Afar Zone 2",2008,"2008-04",14.425406646625,28607.87,231.5652,28376.3,"ETH","Ethiopia",395440.8,13.93561,NA,NA,490610.22,NA,49.62,NA,4
155,"Afar","Afar Zone 2",2009,"2009-06",3.1090964005,28607.87,231.5652,28376.3,"ETH","Ethiopia",405892.3,14.30392,NA,NA,360595.37,NA,40.13,NA,6
156,"Afar","Afar Zone 2",2009,"2009-07",64.03120615125,28607.87,231.5652,28376.3,"ETH","Ethiopia",406638.8,14.33023,NA,NA,360595.37,NA,40.13,NA,7
157,"Afar","Afar Zone 2",2009,"2009-10",20.410307745,28607.87,231.5652,28376.3,"ETH","Ethiopia",408878.4,14.40916,NA,NA,360595.37,NA,40.13,NA,10
158,"Afar","Afar Zone 2",2009,"2009-08",85.7802070575,28607.87,231.5652,28376.3,"ETH","Ethiopia",407385.3,14.35654,NA,NA,360595.37,NA,40.13,NA,8
159,"Afar","Afar Zone 2",2009,"2009-04",18.780720196,28607.87,231.5652,28376.3,"ETH","Ethiopia",404399.2,14.25131,NA,NA,360595.37,NA,40.13,NA,4
160,"Afar","Afar Zone 2",2009,"2009-05",5.13976518075,28607.87,231.5652,28376.3,"ETH","Ethiopia",405145.7,14.27761,NA,NA,360595.37,NA,40.13,NA,5
161,"Afar","Afar Zone 2",2009,"2009-09",5.9892188805,28607.87,231.5652,28376.3,"ETH","Ethiopia",408131.9,14.38285,NA,NA,360595.37,NA,40.13,NA,9
162,"Afar","Afar Zone 2",2009,"2009-11",10.806954089,28607.87,231.5652,28376.3,"ETH","Ethiopia",409624.9,14.43546,NA,NA,360595.37,NA,40.13,NA,11
163,"Afar","Afar Zone 2",2009,"2009-03",9.792124669375,28607.87,231.5652,28376.3,"ETH","Ethiopia",403652.7,14.225,NA,NA,360595.37,NA,40.13,NA,3
164,"Afar","Afar Zone 2",2009,"2009-01",12.02768779925,28607.87,231.5652,28376.3,"ETH","Ethiopia",402159.6,14.17238,NA,NA,360595.37,NA,40.13,NA,1
165,"Afar","Afar Zone 2",2009,"2009-02",2.46851762625,28607.87,231.5652,28376.3,"ETH","Ethiopia",402906.1,14.19869,NA,NA,360595.37,NA,40.13,NA,2
166,"Afar","Afar Zone 2",2009,"2009-12",10.31413831225,28607.87,231.5652,28376.3,"ETH","Ethiopia",410371.5,14.46177,NA,NA,360595.37,NA,40.13,NA,12
167,"Afar","Afar Zone 2",2010,"2010-03",15.448621102625,28607.87,231.5652,28376.3,"ETH","Ethiopia",412680.3,14.54314,NA,NA,373514.26,NA,53.62,NA,3
168,"Afar","Afar Zone 2",2010,"2010-01",7.87915607925,28607.87,231.5652,28376.3,"ETH","Ethiopia",411118,14.48808,NA,NA,373514.26,NA,53.62,NA,1
169,"Afar","Afar Zone 2",2010,"2010-02",7.918498081625,28607.87,231.5652,28376.3,"ETH","Ethiopia",411899.2,14.51561,NA,NA,373514.26,NA,53.62,NA,2
170,"Afar","Afar Zone 2",2010,"2010-08",148.56595078375,28607.87,231.5652,28376.3,"ETH","Ethiopia",416586.2,14.68078,NA,NA,373514.26,NA,53.62,NA,8
171,"Afar","Afar Zone 2",2010,"2010-12",4.71578873675,28607.87,231.5652,28376.3,"ETH","Ethiopia",419710.8,14.7909,NA,NA,373514.26,NA,53.62,NA,12
172,"Afar","Afar Zone 2",2010,"2010-04",45.2402663325,28607.87,231.5652,28376.3,"ETH","Ethiopia",413461.5,14.57067,NA,NA,373514.26,NA,53.62,NA,4
173,"Afar","Afar Zone 2",2010,"2010-07",104.050921735,28607.87,231.5652,28376.3,"ETH","Ethiopia",415805,14.65325,NA,NA,373514.26,NA,53.62,NA,7
174,"Afar","Afar Zone 2",2010,"2010-06",7.395604564875,28607.87,231.5652,28376.3,"ETH","Ethiopia",415023.8,14.62572,NA,NA,373514.26,NA,53.62,NA,6
175,"Afar","Afar Zone 2",2010,"2010-09",48.961312995,28607.87,231.5652,28376.3,"ETH","Ethiopia",417367.3,14.70831,NA,NA,373514.26,NA,53.62,NA,9
176,"Afar","Afar Zone 2",2010,"2010-05",37.685567935,28607.87,231.5652,28376.3,"ETH","Ethiopia",414242.7,14.5982,NA,NA,373514.26,NA,53.62,NA,5
177,"Afar","Afar Zone 2",2010,"2010-11",2.884537115875,28607.87,231.5652,28376.3,"ETH","Ethiopia",418929.7,14.76337,NA,NA,373514.26,NA,53.62,NA,11
178,"Afar","Afar Zone 2",2010,"2010-10",8.685425417375,28607.87,231.5652,28376.3,"ETH","Ethiopia",418148.5,14.73584,NA,NA,373514.26,NA,53.62,NA,10
179,"Afar","Afar Zone 2",2011,"2011-01",2.555863806125,28607.87,231.5652,28376.3,"ETH","Ethiopia",420492,14.81843,NA,NA,NA,NA,NA,NA,1
180,"Afar","Afar Zone 2",2011,"2011-02",3.603736015375,28607.87,231.5652,28376.3,"ETH","Ethiopia",421273.2,14.84595,NA,NA,NA,NA,NA,NA,2
181,"Afar","Afar Zone 2",2011,"2011-03",31.210559201875,28607.87,231.5652,28376.3,"ETH","Ethiopia",422054.3,14.87348,NA,NA,NA,NA,NA,NA,3
182,"Afar","Afar Zone 2",2011,"2011-04",24.68113306775,28607.87,231.5652,28376.3,"ETH","Ethiopia",422835.5,14.90101,NA,NA,NA,NA,NA,NA,4
183,"Afar","Afar Zone 2",2011,"2011-05",33.46257921,28607.87,231.5652,28376.3,"ETH","Ethiopia",423616.7,14.92854,NA,NA,NA,NA,NA,NA,5
184,"Afar","Afar Zone 2",2011,"2011-06",15.59077381775,28607.87,231.5652,28376.3,"ETH","Ethiopia",424397.8,14.95607,NA,NA,NA,NA,NA,NA,6
185,"Afar","Afar Zone 2",2011,"2011-07",74.8404847325,28607.87,231.5652,28376.3,"ETH","Ethiopia",425179,14.9836,NA,NA,NA,NA,NA,NA,7
186,"Afar","Afar Zone 2",2011,"2011-08",65.80721123125,28607.87,231.5652,28376.3,"ETH","Ethiopia",425960.2,15.01113,NA,NA,NA,NA,NA,NA,8
187,"Afar","Afar Zone 2",2011,"2011-09",27.157596545,28607.87,231.5652,28376.3,"ETH","Ethiopia",426741.3,15.03866,NA,NA,NA,NA,NA,NA,9
188,"Afar","Afar Zone 2",2011,"2011-10",8.26436306525,28607.87,231.5652,28376.3,"ETH","Ethiopia",427522.5,15.06619,NA,NA,NA,NA,NA,NA,10
189,"Afar","Afar Zone 2",2011,"2011-11",55.059758178625,28607.87,231.5652,28376.3,"ETH","Ethiopia",428303.7,15.09371,NA,NA,NA,NA,NA,NA,11
190,"Afar","Afar Zone 2",2011,"2011-12",5.058346731,28607.87,231.5652,28376.3,"ETH","Ethiopia",429084.8,15.12124,NA,NA,NA,NA,NA,NA,12
191,"Afar","Afar Zone 2",2012,"2012-05",23.13504355625,28607.87,231.5652,28376.3,"ETH","Ethiopia",432990.7,15.25889,NA,NA,NA,NA,NA,NA,5
192,"Afar","Afar Zone 2",2012,"2012-09",11.289593900125,28607.87,231.5652,28376.3,"ETH","Ethiopia",436115.3,15.369,NA,NA,NA,NA,NA,NA,9
193,"Afar","Afar Zone 2",2012,"2012-11",6.011698078625,28607.87,231.5652,28376.3,"ETH","Ethiopia",437677.7,15.42406,NA,NA,NA,NA,NA,NA,11
194,"Afar","Afar Zone 2",2012,"2012-08",68.1902961175,28607.87,231.5652,28376.3,"ETH","Ethiopia",435334.2,15.34147,NA,NA,NA,NA,NA,NA,8
195,"Afar","Afar Zone 2",2012,"2012-02",5.555887566125,28607.87,231.5652,28376.3,"ETH","Ethiopia",430647.2,15.1763,NA,NA,NA,NA,NA,NA,2
196,"Afar","Afar Zone 2",2012,"2012-04",113.18471665125,28607.87,231.5652,28376.3,"ETH","Ethiopia",432209.5,15.23136,NA,NA,NA,NA,NA,NA,4
197,"Afar","Afar Zone 2",2012,"2012-06",8.133517979375,28607.87,231.5652,28376.3,"ETH","Ethiopia",433771.8,15.28642,NA,NA,NA,NA,NA,NA,6
198,"Afar","Afar Zone 2",2012,"2012-01",5.167624560625,28607.87,231.5652,28376.3,"ETH","Ethiopia",429866,15.14877,NA,NA,NA,NA,NA,NA,1
199,"Afar","Afar Zone 2",2012,"2012-12",2.787942382375,28607.87,231.5652,28376.3,"ETH","Ethiopia",438458.8,15.45159,NA,NA,NA,NA,NA,NA,12
200,"Afar","Afar Zone 2",2012,"2012-03",32.979831163125,28607.87,231.5652,28376.3,"ETH","Ethiopia",431428.3,15.20383,NA,NA,NA,NA,NA,NA,3
201,"Afar","Afar Zone 2",2012,"2012-07",59.30207656125,28607.87,231.5652,28376.3,"ETH","Ethiopia",434553,15.31395,NA,NA,NA,NA,NA,NA,7
202,"Afar","Afar Zone 2",2012,"2012-10",6.3532954205,28607.87,231.5652,28376.3,"ETH","Ethiopia",436896.5,15.39653,NA,NA,NA,NA,NA,NA,10
203,"Afar","Afar Zone 2",2013,"2013-02",3.9753399045,28607.87,231.5652,28376.3,"ETH","Ethiopia",440021.2,15.50665,NA,NA,140498.06,NA,NA,NA,2
204,"Afar","Afar Zone 2",2013,"2013-06",8.20286743575,28607.87,231.5652,28376.3,"ETH","Ethiopia",443145.8,15.61676,NA,NA,140498.06,NA,NA,NA,6
205,"Afar","Afar Zone 2",2013,"2013-12",7.434378292125,28607.87,231.5652,28376.3,"ETH","Ethiopia",447832.8,15.78194,NA,NA,140498.06,NA,NA,NA,12
206,"Afar","Afar Zone 2",2013,"2013-03",37.9087376125,28607.87,231.5652,28376.3,"ETH","Ethiopia",440802.3,15.53418,NA,NA,140498.06,NA,NA,NA,3
207,"Afar","Afar Zone 2",2013,"2013-09",28.498073374,28607.87,231.5652,28376.3,"ETH","Ethiopia",445489.3,15.69935,NA,NA,140498.06,NA,NA,NA,9
208,"Afar","Afar Zone 2",2013,"2013-10",37.1472988375,28607.87,231.5652,28376.3,"ETH","Ethiopia",446270.5,15.72688,NA,NA,140498.06,NA,NA,NA,10
209,"Afar","Afar Zone 2",2013,"2013-07",73.47562484,28607.87,231.5652,28376.3,"ETH","Ethiopia",443927,15.64429,NA,NA,140498.06,NA,NA,NA,7
210,"Afar","Afar Zone 2",2013,"2013-04",49.0577936125,28607.87,231.5652,28376.3,"ETH","Ethiopia",441583.5,15.5617,NA,NA,140498.06,NA,NA,NA,4
211,"Afar","Afar Zone 2",2013,"2013-11",4.5929560325,28607.87,231.5652,28376.3,"ETH","Ethiopia",447051.7,15.75441,NA,NA,140498.06,NA,NA,NA,11
212,"Afar","Afar Zone 2",2013,"2013-08",77.037631575,28607.87,231.5652,28376.3,"ETH","Ethiopia",444708.2,15.67182,NA,NA,140498.06,NA,NA,NA,8
213,"Afar","Afar Zone 2",2013,"2013-01",13.62587216175,28607.87,231.5652,28376.3,"ETH","Ethiopia",439240,15.47912,NA,NA,140498.06,NA,NA,NA,1
214,"Afar","Afar Zone 2",2013,"2013-05",11.40293563,28607.87,231.5652,28376.3,"ETH","Ethiopia",442364.7,15.58923,NA,NA,140498.06,NA,NA,NA,5
215,"Afar","Afar Zone 2",2014,"2014-07",66.7029421175,28607.87,231.5652,28376.3,"ETH","Ethiopia",453301,15.97464,NA,NA,188482.63,NA,56.56,NA,7
216,"Afar","Afar Zone 2",2014,"2014-05",53.2459001025,28607.87,231.5652,28376.3,"ETH","Ethiopia",451738.7,15.91958,NA,NA,188482.63,NA,56.56,NA,5
217,"Afar","Afar Zone 2",2014,"2014-12",6.81356379225,28607.87,231.5652,28376.3,"ETH","Ethiopia",457206.8,16.11228,NA,NA,188482.63,NA,56.56,NA,12
218,"Afar","Afar Zone 2",2014,"2014-02",9.191717423,28607.87,231.5652,28376.3,"ETH","Ethiopia",449395.2,15.83699,NA,NA,188482.63,NA,56.56,NA,2
219,"Afar","Afar Zone 2",2014,"2014-03",14.589073315875,28607.87,231.5652,28376.3,"ETH","Ethiopia",450176.3,15.86452,NA,NA,188482.63,NA,56.56,NA,3
220,"Afar","Afar Zone 2",2014,"2014-10",38.95293166,28607.87,231.5652,28376.3,"ETH","Ethiopia",455644.5,16.05722,NA,NA,188482.63,NA,56.56,NA,10
221,"Afar","Afar Zone 2",2014,"2014-08",120.08154473625,28607.87,231.5652,28376.3,"ETH","Ethiopia",454082.2,16.00217,NA,NA,188482.63,NA,56.56,NA,8
222,"Afar","Afar Zone 2",2014,"2014-09",50.72609449375,28607.87,231.5652,28376.3,"ETH","Ethiopia",454863.3,16.02969,NA,NA,188482.63,NA,56.56,NA,9
223,"Afar","Afar Zone 2",2014,"2014-04",50.9978140475,28607.87,231.5652,28376.3,"ETH","Ethiopia",450957.5,15.89205,NA,NA,188482.63,NA,56.56,NA,4
224,"Afar","Afar Zone 2",2014,"2014-11",8.16813540125,28607.87,231.5652,28376.3,"ETH","Ethiopia",456425.7,16.08475,NA,NA,188482.63,NA,56.56,NA,11
225,"Afar","Afar Zone 2",2014,"2014-01",1.684411134,28607.87,231.5652,28376.3,"ETH","Ethiopia",448614,15.80946,NA,NA,188482.63,NA,56.56,NA,1
226,"Afar","Afar Zone 2",2014,"2014-06",7.2887744345,28607.87,231.5652,28376.3,"ETH","Ethiopia",452519.8,15.94711,NA,NA,188482.63,NA,56.56,NA,6
227,"Afar","Afar Zone 2",2015,"2015-04",30.1135485,28607.87,231.5652,28376.3,"ETH","Ethiopia",460395.8,16.22466,NA,NA,NA,NA,NA,NA,4
228,"Afar","Afar Zone 2",2015,"2015-02",1.04613996475,28607.87,231.5652,28376.3,"ETH","Ethiopia",458790.6,16.16809,NA,NA,NA,NA,NA,NA,2
229,"Afar","Afar Zone 2",2015,"2015-08",92.8342301975,28607.87,231.5652,28376.3,"ETH","Ethiopia",463606.3,16.3378,NA,NA,NA,NA,NA,NA,8
230,"Afar","Afar Zone 2",2015,"2015-07",29.018091665375,28607.87,231.5652,28376.3,"ETH","Ethiopia",462803.7,16.30952,NA,NA,NA,NA,NA,NA,7
231,"Afar","Afar Zone 2",2015,"2015-05",32.35106433625,28607.87,231.5652,28376.3,"ETH","Ethiopia",461198.5,16.25295,NA,NA,NA,NA,NA,NA,5
232,"Afar","Afar Zone 2",2015,"2015-12",21.542295750625,28607.87,231.5652,28376.3,"ETH","Ethiopia",466816.8,16.45094,NA,NA,NA,NA,NA,NA,12
233,"Afar","Afar Zone 2",2015,"2015-06",18.1919890275,28607.87,231.5652,28376.3,"ETH","Ethiopia",462001.1,16.28123,NA,NA,NA,NA,NA,NA,6
234,"Afar","Afar Zone 2",2015,"2015-01",3.679409606,28607.87,231.5652,28376.3,"ETH","Ethiopia",457988,16.13981,NA,NA,NA,NA,NA,NA,1
235,"Afar","Afar Zone 2",2015,"2015-10",4.54107629175,28607.87,231.5652,28376.3,"ETH","Ethiopia",465211.5,16.39437,NA,NA,NA,NA,NA,NA,10
236,"Afar","Afar Zone 2",2015,"2015-09",38.23472150375,28607.87,231.5652,28376.3,"ETH","Ethiopia",464408.9,16.36609,NA,NA,NA,NA,NA,NA,9
237,"Afar","Afar Zone 2",2015,"2015-03",41.81345569625,28607.87,231.5652,28376.3,"ETH","Ethiopia",459593.2,16.19638,NA,NA,NA,NA,NA,NA,3
238,"Afar","Afar Zone 2",2015,"2015-11",7.88680967025,28607.87,231.5652,28376.3,"ETH","Ethiopia",466014.2,16.42266,NA,NA,NA,NA,NA,NA,11
239,"Afar","Afar Zone 2",2016,"2016-10",7.7367781185,28607.87,231.5652,28376.3,"ETH","Ethiopia",474843,16.73379,NA,NA,NA,NA,NA,NA,10
240,"Afar","Afar Zone 2",2016,"2016-06",13.573185993875,28607.87,231.5652,28376.3,"ETH","Ethiopia",471632.5,16.62065,NA,NA,NA,NA,NA,NA,6
241,"Afar","Afar Zone 2",2016,"2016-11",9.592524288125,28607.87,231.5652,28376.3,"ETH","Ethiopia",475645.6,16.76207,NA,NA,NA,NA,NA,NA,11
242,"Afar","Afar Zone 2",2016,"2016-08",103.44802692375,28607.87,231.5652,28376.3,"ETH","Ethiopia",473237.7,16.67722,NA,NA,NA,NA,NA,NA,8
243,"Afar","Afar Zone 2",2016,"2016-05",49.05257357,28607.87,231.5652,28376.3,"ETH","Ethiopia",470829.9,16.59236,NA,NA,NA,NA,NA,NA,5
244,"Afar","Afar Zone 2",2016,"2016-03",16.342646637875,28607.87,231.5652,28376.3,"ETH","Ethiopia",469224.6,16.5358,NA,NA,NA,NA,NA,NA,3
245,"Afar","Afar Zone 2",2016,"2016-09",36.83925119375,28607.87,231.5652,28376.3,"ETH","Ethiopia",474040.3,16.7055,NA,NA,NA,NA,NA,NA,9
246,"Afar","Afar Zone 2",2016,"2016-02",16.641178630125,28607.87,231.5652,28376.3,"ETH","Ethiopia",468422,16.50751,NA,NA,NA,NA,NA,NA,2
247,"Afar","Afar Zone 2",2016,"2016-12",6.151333487625,28607.87,231.5652,28376.3,"ETH","Ethiopia",476448.2,16.79036,NA,NA,NA,NA,NA,NA,12
248,"Afar","Afar Zone 2",2016,"2016-07",156.75339696375,28607.87,231.5652,28376.3,"ETH","Ethiopia",472435.1,16.64893,NA,NA,NA,NA,NA,NA,7
249,"Afar","Afar Zone 2",2016,"2016-04",82.94397657875,28607.87,231.5652,28376.3,"ETH","Ethiopia",470027.2,16.56408,NA,NA,NA,NA,NA,NA,4
250,"Afar","Afar Zone 2",2016,"2016-01",10.13155072475,28607.87,231.5652,28376.3,"ETH","Ethiopia",467619.4,16.47923,NA,NA,NA,NA,NA,NA,1
251,"Afar","Afar Zone 2",2017,"2017-06",5.40767365225,28607.87,231.5652,28376.3,"ETH","Ethiopia",481263.9,16.96007,NA,NA,56396.79,NA,49.29,NA,6
252,"Afar","Afar Zone 2",2017,"2017-08",116.32746300625,28607.87,231.5652,28376.3,"ETH","Ethiopia",482869.1,17.01663,NA,NA,56396.79,NA,49.29,NA,8
253,"Afar","Afar Zone 2",2017,"2017-07",49.69422365375,28607.87,231.5652,28376.3,"ETH","Ethiopia",482066.5,16.98835,NA,NA,56396.79,NA,49.29,NA,7
254,"Afar","Afar Zone 2",2017,"2017-10",16.72770623625,28607.87,231.5652,28376.3,"ETH","Ethiopia",484474.3,17.0732,NA,NA,56396.79,NA,49.29,NA,10
255,"Afar","Afar Zone 2",2017,"2017-11",3.59494709575,28607.87,231.5652,28376.3,"ETH","Ethiopia",485277,17.10149,NA,NA,56396.79,NA,49.29,NA,11
256,"Afar","Afar Zone 2",2017,"2017-05",36.714282005,28607.87,231.5652,28376.3,"ETH","Ethiopia",480461.3,16.93178,NA,NA,56396.79,NA,49.29,NA,5
257,"Afar","Afar Zone 2",2017,"2017-12",7.831417555375,28607.87,231.5652,28376.3,"ETH","Ethiopia",486079.6,17.12977,NA,NA,56396.79,NA,49.29,NA,12
258,"Afar","Afar Zone 2",2017,"2017-02",30.72282316125,28607.87,231.5652,28376.3,"ETH","Ethiopia",478053.4,16.84693,NA,NA,56396.79,NA,49.29,NA,2
259,"Afar","Afar Zone 2",2017,"2017-01",5.175227794375,28607.87,231.5652,28376.3,"ETH","Ethiopia",477250.8,16.81864,NA,NA,56396.79,NA,49.29,NA,1
260,"Afar","Afar Zone 2",2017,"2017-09",30.09958859375,28607.87,231.5652,28376.3,"ETH","Ethiopia",483671.7,17.04492,NA,NA,56396.79,NA,49.29,NA,9
261,"Afar","Afar Zone 2",2017,"2017-03",28.202278405,28607.87,231.5652,28376.3,"ETH","Ethiopia",478856,16.87521,NA,NA,56396.79,NA,49.29,NA,3
262,"Afar","Afar Zone 2",2017,"2017-04",39.515286495,28607.87,231.5652,28376.3,"ETH","Ethiopia",479658.7,16.9035,NA,NA,56396.79,NA,49.29,NA,4
263,"Afar","Afar Zone 2",2018,"2018-01",3.16208245999516,28607.87,231.5652,28376.3,"ETH","Ethiopia",486882.2,17.15806,NA,NA,NA,NA,NA,NA,1
264,"Afar","Afar Zone 2",2018,"2018-02",11.6189068158008,28607.87,231.5652,28376.3,"ETH","Ethiopia",487684.8,17.18634,NA,NA,NA,NA,NA,NA,2
265,"Afar","Afar Zone 2",2018,"2018-03",15.8052481190492,28607.87,231.5652,28376.3,"ETH","Ethiopia",488487.4,17.21463,NA,NA,NA,NA,NA,NA,3
266,"Afar","Afar Zone 2",2018,"2018-04",58.4556353959232,28607.87,231.5652,28376.3,"ETH","Ethiopia",489290,17.24291,NA,NA,NA,NA,NA,NA,4
267,"Afar","Afar Zone 2",2018,"2018-05",6.33315323127607,28607.87,231.5652,28376.3,"ETH","Ethiopia",490092.7,17.2712,NA,NA,NA,NA,NA,NA,5
268,"Afar","Afar Zone 2",2018,"2018-06",12.9760005739161,28607.87,231.5652,28376.3,"ETH","Ethiopia",490895.3,17.29948,NA,NA,NA,NA,NA,NA,6
269,"Afar","Afar Zone 2",2018,"2018-07",81.1559827083741,28607.87,231.5652,28376.3,"ETH","Ethiopia",491697.9,17.32777,NA,NA,NA,NA,NA,NA,7
270,"Afar","Afar Zone 2",2018,"2018-08",103.731603110971,28607.87,231.5652,28376.3,"ETH","Ethiopia",492500.5,17.35605,NA,NA,NA,NA,NA,NA,8
271,"Afar","Afar Zone 2",2018,"2018-09",57.176152194517,28607.87,231.5652,28376.3,"ETH","Ethiopia",493303.1,17.38434,NA,NA,NA,NA,NA,NA,9
272,"Afar","Afar Zone 2",2018,"2018-10",18.3697614784979,28607.87,231.5652,28376.3,"ETH","Ethiopia",494105.8,17.41262,NA,NA,NA,NA,NA,NA,10
273,"Afar","Afar Zone 2",2018,"2018-11",13.8753183142336,28607.87,231.5652,28376.3,"ETH","Ethiopia",494908.4,17.4409,NA,NA,NA,NA,NA,NA,11
274,"Afar","Afar Zone 2",2018,"2018-12",3.60472506818291,28607.87,231.5652,28376.3,"ETH","Ethiopia",495711,17.46919,NA,NA,NA,NA,NA,NA,12
275,"Afar","Afar Zone 2",2019,"2019-01",1.49798303293899,28607.87,231.5652,28376.3,"ETH","Ethiopia",496513.6,17.49747,NA,NA,NA,NA,NA,NA,1
276,"Afar","Afar Zone 2",2019,"2019-02",25.8230544735761,28607.87,231.5652,28376.3,"ETH","Ethiopia",497316.2,17.52576,NA,NA,NA,NA,NA,NA,2
277,"Afar","Afar Zone 2",2019,"2019-03",25.2073068918757,28607.87,231.5652,28376.3,"ETH","Ethiopia",498118.8,17.55404,NA,NA,NA,NA,NA,NA,3
278,"Afar","Afar Zone 2",2019,"2019-04",47.302247322949,28607.87,231.5652,28376.3,"ETH","Ethiopia",498921.5,17.58233,NA,NA,NA,NA,NA,NA,4
279,"Afar","Afar Zone 2",2019,"2019-05",23.1045782595602,28607.87,231.5652,28376.3,"ETH","Ethiopia",499724.1,17.61061,NA,NA,NA,NA,NA,NA,5
280,"Afar","Afar Zone 2",2019,"2019-06",17.7152964326036,28607.87,231.5652,28376.3,"ETH","Ethiopia",500526.7,17.6389,NA,NA,NA,NA,NA,NA,6
281,"Afar","Afar Zone 2",2019,"2019-07",22.6134430418619,28607.87,231.5652,28376.3,"ETH","Ethiopia",501329.3,17.66718,NA,NA,NA,NA,NA,NA,7
282,"Afar","Afar Zone 2",2019,"2019-08",66.666953062637,28607.87,231.5652,28376.3,"ETH","Ethiopia",502131.9,17.69547,NA,NA,NA,NA,NA,NA,8
283,"Afar","Afar Zone 3",2008,"2008-01",7.5816111925,16676.39,121.5539,16554.84,"ETH","Ethiopia",223212.2,13.4832,NA,NA,NA,NA,NA,NA,1
284,"Afar","Afar Zone 3",2008,"2008-02",3.70835383833333,16676.39,121.5539,16554.84,"ETH","Ethiopia",223636,13.5088,NA,NA,NA,NA,NA,NA,2
285,"Afar","Afar Zone 3",2008,"2008-03",7.68776248116667,16676.39,121.5539,16554.84,"ETH","Ethiopia",224059.8,13.5344,NA,NA,NA,NA,NA,NA,3
286,"Afar","Afar Zone 3",2008,"2008-04",37.2082901183333,16676.39,121.5539,16554.84,"ETH","Ethiopia",224483.5,13.55999,NA,NA,NA,NA,NA,NA,4
287,"Afar","Afar Zone 3",2008,"2008-05",63.9208689666667,16676.39,121.5539,16554.84,"ETH","Ethiopia",224907.3,13.58559,NA,NA,NA,NA,NA,NA,5
288,"Afar","Afar Zone 3",2008,"2008-06",27.28543575,16676.39,121.5539,16554.84,"ETH","Ethiopia",225331.1,13.61119,NA,NA,NA,NA,NA,NA,6
289,"Afar","Afar Zone 3",2008,"2008-07",189.955475033333,16676.39,121.5539,16554.84,"ETH","Ethiopia",225754.9,13.63679,NA,NA,NA,NA,NA,NA,7
290,"Afar","Afar Zone 3",2008,"2008-08",160.906029733333,16676.39,121.5539,16554.84,"ETH","Ethiopia",226178.7,13.66239,NA,NA,NA,NA,NA,NA,8
291,"Afar","Afar Zone 3",2008,"2008-09",58.44202563,16676.39,121.5539,16554.84,"ETH","Ethiopia",226602.5,13.68799,NA,NA,NA,NA,NA,NA,9
292,"Afar","Afar Zone 3",2008,"2008-10",39.3829265083333,16676.39,121.5539,16554.84,"ETH","Ethiopia",227026.2,13.71359,NA,NA,NA,NA,NA,NA,10
293,"Afar","Afar Zone 3",2008,"2008-11",59.2427250183333,16676.39,121.5539,16554.84,"ETH","Ethiopia",227450,13.73919,NA,NA,NA,NA,NA,NA,11
294,"Afar","Afar Zone 3",2008,"2008-12",3.448556041,16676.39,121.5539,16554.84,"ETH","Ethiopia",227873.8,13.76479,NA,NA,NA,NA,NA,NA,12
295,"Afar","Afar Zone 3",2009,"2009-01",59.8403532833333,16676.39,121.5539,16554.84,"ETH","Ethiopia",228297.6,13.79038,NA,NA,NA,NA,NA,NA,1
296,"Afar","Afar Zone 3",2009,"2009-02",7.804816667,16676.39,121.5539,16554.84,"ETH","Ethiopia",228721.4,13.81598,NA,NA,NA,NA,NA,NA,2
297,"Afar","Afar Zone 3",2009,"2009-03",29.5237594233333,16676.39,121.5539,16554.84,"ETH","Ethiopia",229145.2,13.84158,NA,NA,NA,NA,NA,NA,3
298,"Afar","Afar Zone 3",2009,"2009-04",28.5202375416667,16676.39,121.5539,16554.84,"ETH","Ethiopia",229569,13.86718,NA,NA,NA,NA,NA,NA,4
299,"Afar","Afar Zone 3",2009,"2009-05",29.6015431316667,16676.39,121.5539,16554.84,"ETH","Ethiopia",229992.7,13.89278,NA,NA,NA,NA,NA,NA,5
300,"Afar","Afar Zone 3",2009,"2009-06",33.1140139816667,16676.39,121.5539,16554.84,"ETH","Ethiopia",230416.5,13.91838,NA,NA,NA,NA,NA,NA,6
301,"Afar","Afar Zone 3",2009,"2009-07",147.891256983333,16676.39,121.5539,16554.84,"ETH","Ethiopia",230840.3,13.94398,NA,NA,NA,NA,NA,NA,7
302,"Afar","Afar Zone 3",2009,"2009-08",180.7193437,16676.39,121.5539,16554.84,"ETH","Ethiopia",231264.1,13.96958,NA,NA,NA,NA,NA,NA,8
303,"Afar","Afar Zone 3",2009,"2009-09",40.41454092,16676.39,121.5539,16554.84,"ETH","Ethiopia",231687.9,13.99517,NA,NA,NA,NA,NA,NA,9
304,"Afar","Afar Zone 3",2009,"2009-10",80.1133499083333,16676.39,121.5539,16554.84,"ETH","Ethiopia",232111.6,14.02077,NA,NA,NA,NA,NA,NA,10
305,"Afar","Afar Zone 3",2009,"2009-11",13.5350381065,16676.39,121.5539,16554.84,"ETH","Ethiopia",232535.4,14.04637,NA,NA,NA,NA,NA,NA,11
306,"Afar","Afar Zone 3",2009,"2009-12",26.6080960533333,16676.39,121.5539,16554.84,"ETH","Ethiopia",232959.2,14.07197,NA,NA,NA,NA,NA,NA,12
307,"Afar","Afar Zone 3",2010,"2010-01",1.45961640816667,16676.39,121.5539,16554.84,"ETH","Ethiopia",233383,14.09757,NA,NA,NA,NA,NA,NA,1
