"d3mIndex","EVENT_DATE","TIME_PRECISION","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","INTER1","ACTOR2","ASSOC_ACTOR_2","INTER2","INTERACTION","REGION","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","GEO_PRECISION","SOURCE","SOURCE_SCALE","FATALITIES"
107,"2012-07-13",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","Muslim Group (Ethiopia)",7,17,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Christian Science Monitor","International",0
108,"2012-07-13",1,"Protests","Protest with intervention","Police Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,16,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Ethiopian Review","National",0
109,"2012-07-14",1,"Protests","Protest with intervention","Police Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,16,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Garowe Online","Regional",0
110,"2012-07-14",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"OLF: Oromo Liberation Front","",2,12,"Eastern Africa","Oromia","East Harerghe","Golo Oda","Kumbi",8.567,41.467,1,"Voice of Oromo Liberation","Subnational",6
111,"2012-07-14",1,"Riots","Violent demonstration","Police Forces of Ethiopia (1995-2018)","",1,"Rioters (Ethiopia)","Muslim Group (Ethiopia)",5,15,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Sudan Tribune","Regional",0
112,"2012-07-14",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","Illubabor","Chora","Kemese",8.467,36.164,1,"EBC","National",0
113,"2012-07-15",1,"Protests","Protest with intervention","Police Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,16,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Garowe Online","Regional",0
114,"2012-07-15",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","Horo Gudru Welega","Guduru","Kombolcha",9.533,37.5,1,"EBC","National",0
115,"2012-07-15",1,"Riots","Violent demonstration","Police Forces of Ethiopia (1995-2018)","",1,"Rioters (Ethiopia)","Muslim Group (Ethiopia)",5,15,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Sudan Tribune","Regional",0
116,"2012-07-18",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"OLF: Oromo Liberation Front","",2,12,"Eastern Africa","Oromia","Arsi","Gololcha Arsi","Oda Roba",8.1,40.167,1,"Voice of Oromo Liberation","Subnational",1
117,"2012-07-18",1,"Battles","Armed clash","Police Forces of Ethiopia (1995-2018)","",1,"OLF: Oromo Liberation Front","",2,12,"Eastern Africa","Oromia","Horo Gudru Welega","Horo","Limu",9.6,37.083,2,"Voice of Oromo Liberation","Subnational",1
118,"2012-07-18",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","",7,17,"Eastern Africa","Oromia","Horo Gudru Welega","Horo","Limu",9.6,37.083,2,"Voice of Oromo Liberation","Subnational",0
119,"2012-07-19",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Southern Nations","Gurage","Muhur Na Aklil","Guraghe",8.25,38,2,"EBC","National",0
120,"2012-07-19",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Amhara","North Wollo","Lasta","North Welo Zone",11.92,39.1,2,"EBC","National",0
121,"2012-07-19",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Southern Nations","Silti","Dalocha","Silte",7.832,38.269,1,"EBC","National",0
122,"2012-07-20",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Christian Science Monitor","International",0
123,"2012-07-20",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","Muslim Group (Ethiopia)",7,17,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"HRW","Other",0
124,"2012-07-21",1,"Riots","Violent demonstration","Police Forces of Ethiopia (1995-2018)","",1,"Rioters (Ethiopia)","Muslim Group (Ethiopia)",5,15,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Christian Science Monitor","International",0
125,"2012-07-24",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Southern Nations","Silti","Dalocha","Chiro",7.833,38.233,1,"EBC","National",0
126,"2012-07-26",1,"Battles","Armed clash","Borana Ethnic Militia (Ethiopia)","",4,"Garre Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,2,"VOA","International",4
127,"2012-07-27",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Christian Science Monitor","International",0
128,"2012-07-27",1,"Battles","Armed clash","Borana Ethnic Militia (Ethiopia)","",4,"Garre Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,2,"VOA","International",4
129,"2012-07-28",1,"Battles","Armed clash","Borana Ethnic Militia (Ethiopia)","",4,"Garre Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,2,"VOA","International",5
130,"2012-07-29",1,"Battles","Armed clash","Borana Ethnic Militia (Ethiopia)","",4,"Garre Ethnic Militia (Ethiopia)","",4,44,"Eastern Africa","Oromia","Borena","Moyale","Moyale",3.539,39.049,2,"VOA","International",5
131,"2012-08-01",2,"Strategic developments","Change to group/activity","Unidentified Armed Group (South Sudan)","",3,"","",0,30,"Eastern Africa","Gambela Peoples","Nuer","Wantawo","Nuer Zone",8.363,33.219,2,"Reporter (Ethiopia)","National",0
132,"2012-08-13",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"Unidentified Armed Group (South Sudan)","",3,13,"Eastern Africa","Oromia","Horo Gudru Welega","Jimma Rare","Wasera",9.317,37.4,2,"AFP","International",16
133,"2012-08-18",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Ethiopian Review","National",0
134,"2012-08-23",1,"Violence against civilians","Attack","OLF: Oromo Liberation Front","",2,"Civilians (Ethiopia)","",7,27,"Eastern Africa","Oromia","Horo Gudru Welega","Abe Dongoro","East Wellega Zone",9.519,36.758,2,"Voice of Oromo Liberation","Subnational",1
135,"2012-09-06",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Korahe","Kebridehar","Kebri Dehar",6.74,44.278,1,"Radio Freedom Voice of the Ogadeni People","Subnational",0
136,"2012-09-06",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Shabelle","Gode","Gode",5.951,43.552,1,"Radio Freedom Voice of the Ogadeni People","Subnational",2
137,"2012-09-06",1,"Violence against civilians","Attack","Military Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","Ogaden Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Somali","Welwel & Warder","Warder","Warder",6.974,45.341,1,"Ogaden National Liberation Front","Other",14
138,"2012-09-08",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Fafan","Jijiga","Jijiga",9.35,42.8,2,"Radio Freedom Voice of the Ogadeni People","Subnational",55
139,"2012-09-16",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Fafan","Jijiga","Jijiga",9.35,42.8,2,"Radio Freedom Voice of the Ogadeni People","Subnational",0
140,"2012-10-03",2,"Protests","Peaceful protest","Protesters (Eritrea)","Afar Ethnic Group (Eritrea)",6,"","",0,60,"Eastern Africa","Afar","Zone 1","Dubti","Semera",11.794,41.006,1,"Sudan Tribune","Regional",0
141,"2012-10-05",1,"Protests","Protest with intervention","Police Forces of Ethiopia (1995-2018)","",1,"Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,16,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Sudan Tribune","Regional",0
142,"2012-10-12",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Sudan Tribune","Regional",0
143,"2012-10-12",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","Ogaden Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Somali","Jarar","Degehabur","Degeh Bur",8.221,43.557,2,"ONA","National",0
144,"2012-10-12",1,"Violence against civilians","Attack","Police Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","Ogaden Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Somali","Fafan","Jijiga","Jijiga",9.35,42.8,3,"ONA","National",0
145,"2012-10-13",1,"Battles","Non-state actor overtakes territory","Police Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Fafan","Jijiga","Jijiga",9.35,42.8,3,"ONA","National",0
146,"2012-10-13",1,"Battles","Non-state actor overtakes territory","Police Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Jarar","Degehabur","Degeh Bur",8.221,43.557,2,"ONA","National",0
147,"2012-10-15",3,"Violence against civilians","Attack","Military Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","Suri Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Southern Nations","Bench Maji","Maji","Maji",6.2,35.583,1,"Guardian","International",17
148,"2012-10-19",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Sudan Tribune","Regional",0
149,"2012-10-21",1,"Riots","Violent demonstration","Police Forces of Ethiopia (1995-2018)","",1,"Rioters (Ethiopia)","Muslim Group (Ethiopia)",5,15,"Eastern Africa","Amhara","South Wollo","Kalu","Gerba",11.15,39.917,1,"Sudan Tribune","Regional",4
150,"2012-10-26",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"AFP","International",0
151,"2012-10-26",1,"Violence against civilians","Attack","Military Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","Ogaden Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Somali","Jarar","Aware","Aware",8.256,44.157,1,"ONA","National",5
152,"2012-10-28",1,"Strategic developments","Looting/property destruction","Military Forces of Ethiopia (1995-2018)","",1,"","",0,10,"Eastern Africa","Somali","Jarar","Degehabur","Degeh Bur",8.221,43.557,1,"ONA","National",0
153,"2012-10-30",2,"Protests","Peaceful protest","Protesters (Ethiopia)","Students (Ethiopia)",6,"","",0,60,"Eastern Africa","Oromia","North Shewa","Basona Worena","Debre Berhan",9.683,39.533,1,"Sheger Radio","National",0
154,"2012-10-31",1,"Explosions/Remote violence","Air/drone strike","EUFF: Ethiopian Unity and Freedom Force","",2,"Civilians (Ethiopia)","",7,27,"Eastern Africa","Tigray","Eastern Tigray","Ganta Afeshum","Adigrat",14.277,39.462,1,"Ethiomedia","National",14
155,"2012-11-02",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Sudan Tribune","Regional",0
156,"2012-11-09",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Sudan Tribune","Regional",0
157,"2012-11-14",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"OLF: Oromo Liberation Front","",2,12,"Eastern Africa","Oromia","East Wellega","Gida Ayana","Dirre",9.883,36.667,1,"Voice of Oromo Liberation","Subnational",3
158,"2012-11-15",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"OLF: Oromo Liberation Front","",2,12,"Eastern Africa","Oromia","West Harerghe","Tulo","Hirna",9.217,41.1,1,"Voice of Oromo Liberation","Subnational",25
159,"2012-11-15",1,"Violence against civilians","Attack","Military Forces of Ethiopia (1995-2018)","",1,"Civilians (Ethiopia)","Oromo Ethnic Group (Ethiopia)",7,17,"Eastern Africa","Oromia","West Harerghe","Doba","Doba",9.283,41.083,2,"Voice of Oromo Liberation","Subnational",1
160,"2012-11-15",2,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"Mekan Ethnic Militia (Ethiopia)","",4,14,"Eastern Africa","Southern Nations","South Omo","Bako Gazer","Jinka",5.283,36.767,2,"The Oakland Insitute","Other",6
161,"2012-11-16",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Sudan Tribune","Regional",0
162,"2012-11-20",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Fafan","Jijiga","Jijiga",9.35,42.8,1,"ONA","National",8
163,"2012-11-23",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Sudan Tribune","Regional",0
164,"2012-11-28",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"OLF: Oromo Liberation Front","",2,12,"Eastern Africa","Oromia","West Harerghe","Mieso","Mieso",9.235,40.755,2,"Voice of Oromo Liberation","Subnational",1
165,"2012-11-29",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Nogob","Dihun","Dihun",7.217,42.7,1,"ONA","National",8
166,"2012-11-30",1,"Protests","Peaceful protest","Protesters (Ethiopia)","Muslim Group (Ethiopia)",6,"","",0,60,"Eastern Africa","Addis Ababa","Addis Ababa","Addis Ababa","Addis Ababa",9.033,38.7,1,"Sudan Tribune","Regional",0
167,"2012-12-05",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"OLF: Oromo Liberation Front","",2,12,"Eastern Africa","Oromia","North Shewa","Basona Worena","Angolela",9.633,39.433,1,"Voice of Oromo Liberation","Subnational",16
168,"2012-12-05",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Korahe","Kebridehar","Kebri Dehar",6.74,44.278,2,"ONA","National",12
169,"2012-12-06",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Jarar","Degehabur","Degeh Bur",8.221,43.557,2,"ONA","National",18
170,"2012-12-07",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Jarar","Degehabur","Bulale",8.067,43.483,1,"ONA","National",10
171,"2012-12-08",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Jarar","Degehabur","Degeh Bur",8.221,43.557,1,"ONA","National",40
172,"2012-12-11",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Oromia","West Wellega","Dale Wabera","Garbo",9.033,35.05,2,"Radio Freedom Voice of the Ogadeni People","National",6
173,"2012-12-11",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Fafan","Jijiga","Jijiga",9.35,42.8,2,"Radio Freedom Voice of the Ogadeni People","Subnational",3
174,"2012-12-14",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Amhara","North Gondar","Metema","Kumer",12.833,36.25,1,"Radio Freedom Voice of the Ogadeni People","National",2
175,"2012-12-16",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Nogob","Hamero","Hamero",7.45,42.233,1,"Radio Freedom Voice of the Ogadeni People","Subnational",3
176,"2012-12-16",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Shabelle","East Imi","Adadle",6.8,42.681,1,"Radio Freedom Voice of the Ogadeni People","Subnational",1
177,"2012-12-17",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Jarar","Aware","Aware",8.256,44.157,2,"Radio Freedom Voice of the Ogadeni People","Subnational",2
178,"2012-12-18",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Sitti","Afdem","Fideli",9.967,41.333,1,"Radio Freedom Voice of the Ogadeni People","Subnational",2
179,"2012-12-18",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Amhara","South Gonder","Dera","Quorata",11.733,37.45,1,"Radio Freedom Voice of the Ogadeni People","National",8
180,"2012-12-19",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Nogob","Fik","Fik",8.133,42.3,1,"Radio Freedom Voice of the Ogadeni People","Subnational",3
181,"2012-12-19",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Welwel & Warder","Warder","Warder",6.974,45.341,1,"Radio Freedom Voice of the Ogadeni People","Subnational",5
182,"2012-12-21",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Fafan","Aw-bare","Gerbe Hale",9.622,43.269,1,"Radio Freedom Voice of the Ogadeni People","Subnational",2
183,"2012-12-21",1,"Battles","Armed clash","Military Forces of Ethiopia (1995-2018)","",1,"ONLF: Ogaden National Liberation Front","",2,12,"Eastern Africa","Somali","Jarar","Aware","Aware",8.256,44.157,2,"Radio Freedom Voice of the Ogadeni People","Subnational",9
